D_R,poly_id,objectid,geoid,Violent,Property,SqMi,VCDensity,vclag,PCDensity,pclag,TractID,Id2,Total_Pop,PAIProp,OccuProp,OwnerProp,Inc75K_,MandFHH_ch,Unemployment_fixed,ForeignPro,HispProp,SSIProp,BelowProp,BAup,EthnHerter,SameProp,Shape_Leng,Shape_Area,FAC1_1,FAC2_1,FAC3_1,FAC4_1
 ,2.00,2.00,55079186100,87.00,71.00,0.19,446.56,66.33,364.43,56.33,55079186100,55079186100,2092.00,0.09,0.14,0.22,0.06,0.63,0.13,0.08,0.04,0.17,0.48,0.07,0.46,0.81,9583.09,5431375.45,1.73,-0.33,-0.33,0.51
 ,3.00,3.00,55079185800,61.00,51.00,0.17,359.80,72.86,300.82,65.43,55079185800,55079185800,1449.00,0.06,0.02,0.67,0.08,0.24,0.12,0.02,0.04,0.08,0.17,0.13,0.15,0.87,9138.20,4726409.61,0.09,-0.61,0.82,-1.86
 ,4.00,4.00,55079185400,76.00,67.00,0.28,276.16,81.57,243.46,62.29,55079185400,55079185400,1452.00,0.06,0.07,0.37,0.10,0.47,0.16,0.01,0.00,0.18,0.49,0.13,0.28,0.70,11297.90,7672141.57,1.22,-0.90,-0.38,-0.48
 ,5.00,5.00,55079185900,32.00,34.00,0.19,171.83,69.29,182.57,61.00,55079185900,55079185900,1065.00,0.04,0.00,0.42,0.24,0.45,0.09,0.11,0.00,0.16,0.24,0.22,0.47,0.78,9993.28,5191912.40,0.34,-0.47,0.24,-1.50
 ,6.00,6.00,55079000100,185.00,156.00,1.54,120.43,100.00,101.55,108.67,55079000100,55079000100,4469.00,0.04,0.02,0.23,0.16,0.46,0.08,0.02,0.04,0.13,0.32,0.33,0.50,0.82,26666.34,42824275.85,0.65,-0.84,-0.12,-0.85
 ,7.00,7.00,55079016100,51.00,78.00,0.23,223.37,68.50,341.62,91.33,55079016100,55079016100,3624.00,0.02,0.07,0.52,0.11,0.28,0.04,0.26,0.74,0.06,0.27,0.04,0.52,0.96,12911.93,6365227.75,-0.26,2.57,0.56,-1.20
 ,8.00,8.00,55079007000,112.00,99.00,0.26,437.27,56.88,386.52,77.25,55079007000,55079007000,2811.00,0.10,0.09,0.20,0.11,0.40,0.11,0.05,0.08,0.15,0.43,0.06,0.32,0.78,10947.61,7140550.78,1.20,-0.39,-0.50,-0.17
 ,9.00,9.00,55079021200,20.00,27.00,0.75,26.74,24.67,36.10,54.78,55079021200,55079021200,2346.00,0.03,0.07,0.65,0.24,0.10,0.03,0.11,0.18,0.08,0.12,0.16,0.23,0.87,21015.14,20852136.73,-0.37,0.25,0.90,-0.80
 ,10.00,10.00,55079008700,75.00,53.00,0.13,590.05,99.17,416.97,77.00,55079008700,55079008700,1304.00,0.11,0.01,0.36,0.02,0.57,0.06,0.00,0.07,0.27,0.45,0.10,0.02,0.95,7976.99,3543540.61,2.38,-1.02,0.85,-1.10
 ,11.00,11.00,55079008600,73.00,50.00,0.12,626.00,95.17,428.77,72.00,55079008600,55079008600,1004.00,0.06,0.11,0.35,0.08,0.45,0.07,0.00,0.00,0.20,0.35,0.10,0.06,0.94,7945.31,3250993.97,1.49,-0.80,0.52,0.01
 ,12.00,12.00,55079005500,15.00,46.00,0.49,30.89,25.40,94.74,52.60,55079005500,55079005500,3207.00,0.02,0.09,0.86,0.46,0.16,0.03,0.04,0.11,0.00,0.04,0.46,0.35,0.96,22232.73,13535498.04,-1.24,-0.48,1.62,-0.34
 ,13.00,13.00,55079005600,8.00,37.00,0.48,16.73,10.50,77.38,30.00,55079005600,55079005600,2273.00,0.00,0.11,0.77,0.46,0.14,0.02,0.05,0.06,0.03,0.08,0.52,0.32,0.86,16189.74,13330060.34,-1.12,-0.57,1.12,0.29
 ,14.00,14.00,55079005900,123.00,141.00,0.33,377.41,64.00,432.64,72.33,55079005900,55079005900,3563.00,0.04,0.09,0.47,0.22,0.33,0.07,0.04,0.12,0.12,0.21,0.14,0.52,0.90,14052.90,9085611.05,0.09,-0.26,0.47,-0.56
 ,15.00,15.00,55079007100,35.00,87.00,0.14,246.61,53.33,613.00,87.17,55079007100,55079007100,2001.00,0.05,0.07,0.31,0.20,0.24,0.06,0.03,0.06,0.05,0.19,0.48,0.44,0.76,7953.18,3956650.56,-0.60,-0.60,-0.61,-0.31
 ,16.00,16.00,55079007200,33.00,133.00,0.33,101.10,55.50,407.47,95.00,55079007200,55079007200,2895.00,0.03,0.10,0.44,0.30,0.23,0.03,0.03,0.11,0.05,0.16,0.50,0.47,0.86,14712.61,9099588.69,-0.70,-0.50,0.14,0.12
 ,17.00,17.00,55079019500,12.00,18.00,0.51,23.71,19.50,35.57,23.00,55079019500,55079019500,3520.00,0.00,0.08,0.74,0.48,0.25,0.04,0.05,0.12,0.04,0.09,0.20,0.18,0.87,16049.89,14107533.01,-0.86,-0.32,1.26,-0.78
 ,18.00,18.00,55079101600,0.00,0.00,0.00,0.00,23.33,0.00,45.67,55079101600,55079101600,4463.00,0.01,0.11,0.55,0.24,0.08,0.04,0.07,0.19,0.03,0.10,0.22,0.27,0.92,3280.59,101964.46,-0.86,0.24,0.52,-0.39
 ,19.00,19.00,55079013600,76.00,75.00,0.15,503.60,98.40,496.98,73.80,55079013600,55079013600,2238.00,0.12,0.05,0.07,0.03,0.39,0.10,0.01,0.16,0.17,0.49,0.11,0.49,0.76,9020.51,4207179.40,1.62,-0.55,-0.74,-0.45
 ,20.00,20.00,55079016000,70.00,109.00,0.15,458.45,73.75,713.87,105.75,55079016000,55079016000,3289.00,0.04,0.11,0.29,0.02,0.45,0.10,0.20,0.58,0.10,0.44,0.05,0.72,0.84,8598.37,4256733.06,0.74,1.80,-0.32,-0.21
 ,21.00,21.00,55079018500,17.00,86.00,0.72,23.47,32.56,118.73,53.56,55079018500,55079018500,2013.00,0.01,0.18,0.76,0.38,0.17,0.02,0.12,0.28,0.00,0.12,0.26,0.27,0.94,21630.47,20192627.07,-0.84,0.62,1.24,0.83
 ,22.00,22.00,55079014600,43.00,33.00,0.16,275.41,54.00,211.36,88.80,55079014600,55079014600,3720.00,0.05,0.07,0.01,0.00,0.44,0.03,0.06,0.06,0.22,0.66,0.26,0.46,0.50,8683.60,4352654.78,1.59,-0.59,-1.92,0.21
 ,23.00,23.00,55079187400,43.00,183.00,0.67,64.49,54.75,274.47,122.25,55079187400,55079187400,3249.00,0.02,0.22,0.43,0.58,0.06,0.02,0.06,0.06,0.00,0.09,0.79,0.22,0.66,21992.92,18587499.48,-1.64,-0.65,-0.56,2.65
 ,24.00,24.00,55079980000,4.00,20.00,0.76,5.25,19.38,26.24,75.88,55079980000,55079980000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61894.95,21244964.27,-2.59,-0.31,-4.63,-3.21
 ,25.00,25.00,55079006700,74.00,45.00,0.16,453.32,93.20,275.66,77.80,55079006700,55079006700,1200.00,0.11,0.13,0.29,0.06,0.47,0.09,0.18,0.02,0.18,0.38,0.16,0.22,0.70,11934.83,4550903.59,1.48,-0.04,-0.43,0.62
 ,26.00,26.00,55079006400,106.00,83.00,0.19,562.08,107.50,440.12,83.00,55079006400,55079006400,1941.00,0.04,0.13,0.36,0.07,0.33,0.08,0.01,0.01,0.14,0.47,0.01,0.04,0.84,9255.23,5257417.90,1.29,-0.55,0.07,0.32
 ,27.00,27.00,55079009900,100.00,82.00,0.20,501.70,85.29,411.39,63.29,55079009900,55079009900,1175.00,0.10,0.19,0.42,0.12,0.58,0.08,0.00,0.03,0.14,0.31,0.06,0.07,0.85,10356.72,5556781.82,1.48,-0.80,0.36,0.84
 ,28.00,28.00,55079009700,85.00,57.00,0.17,493.42,102.29,330.88,78.71,55079009700,55079009700,1661.00,0.11,0.11,0.47,0.30,0.43,0.04,0.24,0.05,0.16,0.28,0.16,0.56,0.87,8929.74,4802547.39,0.94,0.24,0.75,0.28
 ,29.00,29.00,55079009000,161.00,113.00,0.19,828.99,113.43,581.84,78.00,55079009000,55079009000,2586.00,0.12,0.15,0.21,0.06,0.54,0.12,0.09,0.00,0.21,0.40,0.06,0.29,0.73,9497.55,5414320.62,1.56,-0.42,-0.70,0.58
 ,30.00,30.00,55079013000,22.00,19.00,0.25,87.23,33.25,75.33,57.75,55079013000,55079013000,1938.00,0.06,0.07,0.58,0.19,0.38,0.07,0.12,0.26,0.06,0.16,0.24,0.35,0.88,16194.00,7031164.81,-0.17,0.39,0.64,-0.94
 ,31.00,31.00,55079005700,11.00,50.00,0.31,35.75,19.67,162.52,41.50,55079005700,55079005700,2610.00,0.01,0.12,0.77,0.35,0.11,0.07,0.01,0.01,0.02,0.06,0.42,0.33,0.86,11722.47,8576736.58,-1.12,-0.74,0.91,0.04
 ,32.00,32.00,55079091300,0.00,1.00,0.00,0.00,14.00,343.19,20.00,55079091300,55079091300,3713.00,0.00,0.10,0.69,0.59,0.03,0.01,0.04,0.03,0.01,0.08,0.68,0.11,0.85,2672.91,81232.06,-1.38,-0.88,1.06,0.78
 ,33.00,33.00,55079012700,7.00,26.00,0.39,17.90,18.75,66.48,21.00,55079012700,55079012700,1252.00,0.03,0.15,0.50,0.31,0.29,0.05,0.02,0.18,0.03,0.08,0.40,0.13,0.77,14243.09,10902689.85,-0.50,-0.43,0.24,0.63
 ,34.00,34.00,55079018600,68.00,69.00,0.18,368.22,65.29,373.63,88.00,55079018600,55079018600,2754.00,0.02,0.12,0.47,0.16,0.32,0.06,0.24,0.69,0.11,0.32,0.07,0.59,0.92,9170.03,5148349.03,-0.01,2.30,0.32,-0.20
 ,35.00,35.00,55079002900,78.00,70.00,0.25,307.73,106.33,276.16,92.83,55079002900,55079002900,2253.00,0.09,0.06,0.43,0.15,0.51,0.06,0.04,0.11,0.03,0.27,0.13,0.52,0.74,10643.41,7066357.07,0.46,-0.47,-0.05,-1.00
 ,36.00,36.00,55079013300,30.00,44.00,0.23,130.32,83.20,191.13,79.60,55079013300,55079013300,1012.00,0.08,0.11,0.40,0.15,0.28,0.05,0.11,0.13,0.11,0.28,0.20,0.68,0.85,9996.58,6417857.44,0.31,0.07,0.02,-0.04
 ,37.00,37.00,55079016400,159.00,125.00,0.18,884.91,117.86,695.68,123.43,55079016400,55079016400,4381.00,0.06,0.17,0.27,0.09,0.31,0.11,0.27,0.78,0.10,0.40,0.03,0.57,0.90,9184.83,5009147.70,0.40,2.70,-0.31,0.57
 ,38.00,38.00,55079016900,126.00,127.00,0.18,683.33,119.33,688.75,131.67,55079016900,55079016900,3668.00,0.05,0.32,0.25,0.07,0.33,0.02,0.34,0.80,0.20,0.47,0.00,0.61,0.93,9305.64,5140541.36,1.39,3.13,-0.07,3.13
 ,39.00,39.00,55079016300,154.00,162.00,0.22,711.04,120.50,747.98,118.50,55079016300,55079016300,4457.00,0.01,0.08,0.33,0.07,0.31,0.08,0.33,0.83,0.11,0.37,0.02,0.51,0.87,9867.70,6037973.18,-0.05,3.17,-0.24,-0.92
 ,40.00,40.00,55079019000,37.00,81.00,0.96,38.52,25.00,84.33,55.38,55079019000,55079019000,4761.00,0.03,0.08,0.68,0.35,0.27,0.05,0.07,0.25,0.06,0.17,0.23,0.33,0.87,23251.65,26777382.14,-0.34,0.03,1.09,-0.60
 ,41.00,41.00,55079020400,59.00,109.00,0.19,312.46,50.20,577.25,80.60,55079020400,55079020400,3531.00,0.01,0.07,0.40,0.25,0.23,0.04,0.31,0.66,0.09,0.19,0.10,0.55,0.84,9274.87,5264168.30,-0.69,2.49,0.00,-0.86
 ,42.00,42.00,55079009100,100.00,104.00,0.20,509.19,110.86,529.56,85.14,55079009100,55079009100,2239.00,0.10,0.12,0.23,0.18,0.38,0.05,0.03,0.03,0.27,0.48,0.15,0.37,0.72,9774.39,5475028.96,1.71,-0.89,-0.43,0.68
 ,43.00,43.00,55079009500,15.00,48.00,0.20,75.07,66.67,240.23,63.83,55079009500,55079009500,2149.00,0.01,0.11,0.71,0.42,0.15,0.04,0.03,0.08,0.02,0.05,0.54,0.42,0.88,9656.88,5570406.74,-1.07,-0.64,1.03,0.29
 ,44.00,44.00,55079009300,50.00,68.00,0.22,227.01,64.80,308.73,80.00,55079009300,55079009300,2609.00,0.04,0.06,0.43,0.29,0.42,0.10,0.03,0.06,0.08,0.15,0.37,0.58,0.80,9955.13,6140450.52,-0.29,-0.72,0.14,-0.66
 ,45.00,45.00,55079003100,113.00,116.00,0.48,233.49,92.50,239.68,100.63,55079003100,55079003100,4141.00,0.06,0.06,0.48,0.30,0.32,0.05,0.11,0.04,0.16,0.12,0.22,0.46,0.89,15358.05,13492236.38,0.21,-0.32,0.78,-0.59
 ,46.00,46.00,55079003600,102.00,156.00,0.39,262.36,92.83,401.25,102.67,55079003600,55079003600,2301.00,0.02,0.15,0.44,0.23,0.42,0.11,0.03,0.05,0.16,0.29,0.18,0.23,0.79,13695.46,10838526.79,0.57,-0.54,0.17,0.50
 ,47.00,47.00,55079003500,107.00,129.00,0.45,236.74,93.43,285.41,122.14,55079003500,55079003500,3614.00,0.01,0.11,0.65,0.27,0.29,0.06,0.03,0.02,0.10,0.22,0.13,0.35,0.86,14784.92,12600356.19,-0.06,-0.49,0.82,-0.40
 ,48.00,48.00,55079003900,98.00,101.00,0.26,382.41,128.33,394.11,121.83,55079003900,55079003900,2703.00,0.02,0.08,0.42,0.18,0.33,0.08,0.00,0.05,0.06,0.28,0.15,0.18,0.86,10692.71,7144417.77,0.13,-0.54,0.20,-0.58
 ,49.00,49.00,55079004700,165.00,108.00,0.55,297.73,138.33,194.88,118.89,55079004700,55079004700,4098.00,0.07,0.13,0.41,0.08,0.40,0.10,0.01,0.01,0.18,0.29,0.06,0.04,0.83,18065.54,15449872.62,1.10,-0.73,0.17,-0.01
 ,50.00,50.00,55079006900,88.00,70.00,0.19,452.83,83.67,360.21,114.83,55079006900,55079006900,3046.00,0.03,0.09,0.25,0.06,0.57,0.10,0.01,0.14,0.20,0.50,0.04,0.31,0.68,10525.78,5417681.78,1.24,-0.39,-0.79,-0.52
 ,51.00,51.00,55079012400,41.00,31.00,0.51,80.89,47.00,61.16,48.80,55079012400,55079012400,2661.00,0.08,0.08,0.39,0.20,0.30,0.06,0.04,0.03,0.06,0.12,0.34,0.67,0.84,18173.70,14129965.10,-0.13,-0.64,0.08,-0.31
 ,52.00,52.00,55079090200,0.00,0.00,0.01,0.00,15.00,0.00,46.00,55079090200,55079090200,1926.00,0.00,0.13,0.92,0.54,0.02,0.02,0.12,0.02,0.04,0.05,0.58,0.34,0.91,5597.61,140246.94,-1.07,-0.40,1.85,1.02
 ,53.00,53.00,55079003300,120.00,159.00,0.57,211.05,100.00,279.64,138.50,55079003300,55079003300,5200.00,0.03,0.08,0.48,0.22,0.36,0.06,0.09,0.06,0.09,0.22,0.23,0.54,0.92,16938.09,15851297.92,0.01,-0.14,0.56,-0.48
 ,54.00,54.00,55079000600,131.00,171.00,1.50,87.34,108.00,114.01,102.22,55079000600,55079000600,6958.00,0.03,0.05,0.63,0.23,0.34,0.05,0.12,0.02,0.16,0.23,0.17,0.61,0.86,32758.64,41814256.40,0.24,-0.22,0.83,-1.02
 ,55.00,55.00,55079005800,54.00,75.00,0.39,138.32,55.57,192.11,69.43,55079005800,55079005800,3530.00,0.02,0.10,0.55,0.37,0.21,0.04,0.02,0.02,0.05,0.13,0.47,0.51,0.87,14499.80,10883781.17,-0.88,-0.73,0.42,0.00
 ,56.00,56.00,55079008800,115.00,86.00,0.19,607.50,100.00,454.31,75.33,55079008800,55079008800,1643.00,0.04,0.07,0.22,0.02,0.56,0.11,0.01,0.00,0.30,0.47,0.05,0.06,0.77,9769.38,5277331.45,1.96,-0.84,-0.25,-0.53
 ,57.00,57.00,55079013700,96.00,57.00,0.12,788.18,93.00,467.98,76.00,55079013700,55079013700,1506.00,0.04,0.12,0.10,0.05,0.63,0.06,0.17,0.04,0.19,0.49,0.13,0.47,0.73,7836.16,3395578.98,1.30,0.21,-1.00,0.28
 ,58.00,58.00,55079070300,0.00,0.00,0.00,0.00,59.50,0.00,111.50,55079070300,55079070300,4760.00,0.00,0.14,0.67,0.57,0.10,0.02,0.13,0.05,0.01,0.03,0.67,0.31,0.83,1725.93,21121.31,-1.37,-0.33,0.93,1.24
 ,59.00,59.00,55079001500,107.00,132.00,0.57,186.67,117.00,230.28,106.00,55079001500,55079001500,3431.00,0.09,0.13,0.49,0.20,0.37,0.19,0.12,0.00,0.12,0.30,0.10,0.58,0.74,16801.05,15980072.51,0.77,-0.27,0.13,0.19
 ,60.00,60.00,55079019300,14.00,26.00,0.34,41.17,9.50,76.46,15.00,55079019300,55079019300,2723.00,0.01,0.04,0.85,0.37,0.13,0.04,0.05,0.12,0.03,0.05,0.23,0.14,0.96,13290.97,9479596.00,-0.95,-0.24,1.69,-1.44
 ,61.00,61.00,55079008100,37.00,28.00,0.11,343.66,56.29,260.06,84.43,55079008100,55079008100,1279.00,0.05,0.08,0.24,0.06,0.52,0.05,0.01,0.18,0.28,0.43,0.09,0.53,0.84,7567.18,3001534.18,1.72,-0.49,-0.03,-0.36
 ,62.00,62.00,55079090800,0.00,0.00,0.00,0.00,4.75,0.00,21.75,55079090800,55079090800,2350.00,0.01,0.21,0.80,0.63,0.09,0.05,0.03,0.00,0.02,0.02,0.77,0.12,0.90,5425.66,70282.52,-1.34,-1.01,1.36,2.35
 ,63.00,63.00,55079091000,0.00,0.00,0.00,0.00,59.00,0.00,72.00,55079091000,55079091000,4864.00,0.01,0.15,0.64,0.57,0.14,0.03,0.04,0.05,0.03,0.06,0.67,0.28,0.88,1525.20,16565.45,-1.28,-0.76,0.87,1.35
 ,64.00,64.00,55079001900,119.00,96.00,0.38,314.76,109.25,253.93,99.63,55079001900,55079001900,2966.00,0.03,0.11,0.38,0.11,0.35,0.14,0.02,0.01,0.15,0.26,0.12,0.33,0.75,13276.34,10539752.52,0.54,-0.64,-0.21,-0.28
 ,65.00,65.00,55079001300,164.00,157.00,0.76,215.04,109.14,205.86,106.57,55079001300,55079001300,4266.00,0.01,0.08,0.47,0.15,0.31,0.03,0.12,0.05,0.08,0.17,0.10,0.53,0.78,18600.38,21261503.03,-0.07,0.08,0.11,-0.78
 ,66.00,66.00,55079002500,133.00,130.00,0.21,623.47,118.20,609.41,87.00,55079002500,55079002500,2227.00,0.06,0.12,0.50,0.10,0.29,0.15,0.01,0.06,0.11,0.32,0.08,0.33,0.88,10482.72,5947066.66,0.68,-0.48,0.39,-0.11
 ,67.00,67.00,55079001000,133.00,131.00,0.59,224.45,81.50,221.08,75.17,55079001000,55079001000,3636.00,0.04,0.14,0.40,0.16,0.47,0.07,0.02,0.01,0.14,0.27,0.08,0.33,0.89,21345.89,16519518.41,0.74,-0.55,0.35,0.05
 ,68.00,68.00,55079007500,14.00,61.00,0.27,52.49,23.00,228.70,69.67,55079007500,55079007500,2522.00,0.00,0.19,0.60,0.65,0.08,0.02,0.07,0.05,0.00,0.21,0.85,0.20,0.73,10837.43,7435753.54,-1.43,-0.75,0.25,2.52
 ,69.00,69.00,55079008500,74.00,55.00,0.15,480.58,95.50,357.18,68.50,55079008500,55079008500,1162.00,0.05,0.05,0.25,0.06,0.56,0.08,0.00,0.02,0.22,0.48,0.13,0.07,0.76,8741.30,4292756.30,1.60,-0.91,-0.30,-0.69
 ,70.00,70.00,55079014400,46.00,161.00,0.23,202.73,47.00,709.54,121.00,55079014400,55079014400,2960.00,0.00,0.18,0.14,0.44,0.00,0.03,0.18,0.08,0.01,0.13,0.76,0.36,0.59,9890.88,6325777.99,-1.78,0.17,-1.64,2.20
 ,71.00,71.00,55079015700,112.00,102.00,0.19,596.17,109.17,542.94,128.50,55079015700,55079015700,2892.00,0.04,0.17,0.16,0.04,0.25,0.03,0.24,0.77,0.14,0.39,0.05,0.62,0.92,9346.63,5237354.21,0.61,2.55,-0.42,0.79
 ,72.00,72.00,55079060200,0.00,0.00,0.02,0.00,120.60,0.00,134.80,55079060200,55079060200,5768.00,0.01,0.11,0.60,0.36,0.13,0.02,0.06,0.04,0.10,0.10,0.43,0.34,0.87,23643.89,457546.29,-0.44,-0.59,0.91,0.38
 ,73.00,73.00,55079004400,119.00,223.00,0.90,132.91,52.38,249.07,55.38,55079004400,55079004400,3655.00,0.03,0.10,0.20,0.12,0.39,0.08,0.08,0.07,0.12,0.31,0.21,0.50,0.78,33966.05,24960019.24,0.35,-0.13,-0.70,-0.05
 ,74.00,74.00,55079018300,25.00,43.00,0.26,96.30,14.50,165.64,42.67,55079018300,55079018300,2434.00,0.02,0.11,0.50,0.36,0.20,0.03,0.04,0.11,0.05,0.09,0.39,0.20,0.87,12947.71,7237270.65,-0.89,-0.37,0.37,0.07
 ,75.00,75.00,55079021500,8.00,23.00,0.50,16.05,41.00,46.14,79.33,55079021500,55079021500,3037.00,0.05,0.06,0.87,0.36,0.03,0.04,0.09,0.12,0.06,0.08,0.28,0.28,0.94,15860.60,13895379.82,-0.25,-0.29,2.00,-0.54
 ,76.00,76.00,55079080100,0.00,0.00,0.00,0.00,59.50,0.00,111.50,55079080100,55079080100,2703.00,0.01,0.15,0.44,0.41,0.14,0.04,0.12,0.03,0.01,0.07,0.67,0.23,0.84,4543.37,103031.31,-1.22,-0.29,0.12,1.40
 ,77.00,77.00,55079090300,0.00,0.00,0.00,0.00,11.50,0.00,41.50,55079090300,55079090300,3230.00,0.00,0.11,0.46,0.34,0.14,0.02,0.13,0.09,0.03,0.10,0.49,0.40,0.80,640.79,25.32,-1.01,-0.01,0.07,0.49
 ,78.00,78.00,55079012900,33.00,24.00,0.40,83.17,15.33,60.48,24.00,55079012900,55079012900,3231.00,0.02,0.09,0.48,0.24,0.27,0.05,0.03,0.20,0.09,0.14,0.21,0.35,0.90,13793.64,11062139.97,-0.32,-0.10,0.47,-0.57
 ,79.00,79.00,55079001800,74.00,83.00,0.38,194.58,124.00,218.24,124.29,55079001800,55079001800,3253.00,0.05,0.07,0.35,0.12,0.47,0.07,0.10,0.11,0.15,0.36,0.07,0.57,0.80,13430.53,10602375.00,0.82,-0.01,-0.08,-0.67
 ,80.00,80.00,55079000900,123.00,119.00,1.35,90.88,114.67,87.92,115.67,55079000900,55079000900,3474.00,0.05,0.11,0.44,0.22,0.39,0.07,0.02,0.05,0.06,0.28,0.17,0.46,0.87,32773.50,37732992.32,0.38,-0.52,0.38,-0.03
